Código,Nombre de la Actividad,Descripción Funcional,Prioridad de Reúso,Tipo de Elemento,Sinónimos (Variantes),Dominio de Arquitectura,Arquetipos en  donde aplica,Hipervinculo,Diseño para la Automatización
CP1008,Evaluar satisfacción del usuario,"Medir el nivel de satisfacción del usuario una vez atendida la solicitud, recolectando retroalimentación que permita evaluar la calidad del servicio y la efectividad de la solución brindada.",2,Capacidad de Procesos,"Medir satisfacción del usuario, Valorar experiencia del usuario, Analizar percepción del usuario, Calificar nivel de satisfacción",Negocios,Atender solicitudes de usuarios,,Diseño Pendiente
CP1009,Consultar información del usuario,"Acceder a la información del usuario desde las fuentes oficiales (datos maestros, productos, historial), con el fin de contextualizar la solicitud y soportar la toma de decisiones durante el análisis.",2,Capacidad de Procesos,"Obtener datos del usuario, Recuperar información del usuario, Revisar perfil del usuario, Acceder a información del usuario",Negocios,Atender solicitudes de usuarios,,Diseño Pendiente
CP1013,Aplicar transacción,"Registrar de forma definitiva una transacción en el producto y en los sistemas operativos correspondientes, reflejando su resultado final (aprobada o rechazada) en los saldos, movimientos e históricos del cliente.
Esta capacidad permite postear la transacción una vez ha sido autorizada o rechazada, aplicando las reglas definidas para el posteo y asegurando que la operación quede formalmente registrada en el producto, con su estado final y la información necesaria para consulta y control",2,Capacidad de Procesos,"Ejecutar transacción, Procesar operación, Efectuar transacción, Materializar transacción",Negocios,Ejecutar transacción monetaria,,Diseño Pendiente
CP1014,Solucionar diferencia en transacciones,"Identificar, analizar y corregir las diferencias detectadas en transacciones presentadas, con el fin de restablecer la consistencia entre la información transaccional, operativa y contable.
Esta capacidad permite solucionar diferencias originadas por situaciones como descuadres entre lo autorizado y lo posteado, inconsistencias de valores, estados no sincronizados, fallas en el enrutamiento, reprocesos incompletos o errores en la aplicación del movimiento, utilizando reglas definidas y mecanismos de corrección controlados.",2,Capacidad de Procesos,"Resolver discrepancia en transacciones, Corregir diferencia transaccional, Subsanar inconsistencia en operaciones, Ajustar diferencia en transacciones",Negocios,Ejecutar transacción monetaria,,Diseño Pendiente
CP1015,Consultar Información de productos del cliente,"Obtener y exponer la información de los productos que un cliente tiene asociados con la organización, con el fin de soportar la atención, el análisis y la toma de decisiones dentro de un proceso de negocio.
Esta capacidad permite acceder y presentar datos relevantes de los productos del cliente, como tipo de producto, estado, características, condiciones, vigencia o relaciones existentes, de acuerdo con las necesidades del contexto en el que se realiza la consulta.",2,Capacidad de Procesos,"Obtener datos de productos del cliente, Recuperar información de productos vinculados, Revisar portafolio de productos del cliente, Acceder a productos asociados al cliente",Negocios,"Determinar y calcular rentabilidad del cliente, precios y beneficios ",,Diseño Pendiente
CP1016,Consultar información de la solicitud,"Acceder y utilizar repositorios de conocimiento (preguntas frecuentes, guías, soluciones, políticas) con el fin de resolver la necesidad del usuario de manera ágil y consistente, promoviendo la autogestión y el primer contacto efectivo.",2,Capacidad de Procesos,"Obtener datos de la solicitud, Recuperar estado de la solicitud, Revisar información del requerimiento, Acceder a detalles de la solicitud",Negocios,Atender solicitudes de usuarios,,Diseño Pendiente
CP1019,Monitorear niveles de fondeo,"Vigilar de forma continua el saldo de la cuenta compensadora, con el fin de asegurar la disponibilidad de recursos necesarios para los procesos de compensación, neteo y liquidación de transacciones considerando los saldos disponibles, saldos comprometidos y variaciones derivadas de los ciclos de compensación, identificando oportunamente situaciones como riesgos de insuficiencia de fondos, consumos acelerados, saldos atípicos o desviaciones frente a los valores esperados de compensación.",2,Capacidad de Procesos,"Supervisar niveles de liquidez, Controlar disponibilidad de fondos, Vigilar posición de fondeo, Rastrear nivel de financiación",Negocios,Fondear transacción monetaria,,Diseño Pendiente
CP1022,Capturar contexto de la necesidad,"Recolectar y registrar la información inicial relacionada con la solicitud del usuario, incluyendo el motivo del contacto, canal, situación actual, antecedentes relevantes y expectativas, con el fin de contextualizar adecuadamente la necesidad a analizar.",2,Capacidad de Procesos,"Recopilar contexto de la necesidad, Registrar situación del requerimiento, Obtener contexto del usuario, Documentar circunstancias de la necesidad",Negocios,Atender solicitudes de usuarios,,Diseño Pendiente
CP1023,Monitorear experiencia,"Observar y medir continuamente la experiencia del usuario durante la atención de su solicitud, considerando puntos de fricción, tiempos, satisfacción y cumplimiento de expectativas, con el propósito de identificar oportunidades de mejora.",2,Capacidad de Procesos,"Supervisar experiencia del cliente, Rastrear calidad de la experiencia, Vigilar percepción del usuario, Hacer seguimiento a la experiencia",Negocios,Atender solicitudes de usuarios,,Diseño Pendiente
CP1024,Consultar información financiera,"Obtener y visualizar la información financiera asociada a un producto o canal como saldos, movimientos, rendimientos, costos, ingresos, comisiones y estados financieros asociados, a partir de las fuentes transaccionales y contables del banco.",2,Capacidad de Procesos,"Obtener datos financieros, Recuperar información económica, Revisar situación financiera, Acceder a datos contables y financieros",Negocios,Aplicar novedad,,Diseño Pendiente
CP1025,Clasificar necesidad,"Categorizar la necesidad del usuario de acuerdo con tipologías definidas (producto, servicio, reclamación, soporte, información, etc.), permitiendo la correcta aplicación de reglas, flujos de atención y tiempos de respuesta.",2,Capacidad de Procesos,"Categorizar necesidad, Tipificar requerimiento, Segmentar necesidad, Catalogar solicitud",Negocios,Atender solicitudes de usuarios,,Diseño Pendiente
CP1026,Contactar usuario,"Establecer comunicación con el usuario a través de los canales habilitados, con el fin de obtener información adicional, entregar respuestas, realizar validaciones o informar avances relacionados con su solicitud.",2,Capacidad de Procesos,"Comunicarse con el usuario, Establecer contacto con el usuario, Interactuar con el usuario",Clientes,Atender solicitudes de usuarios,,Diseño Pendiente
CP1027,Validar identidad del usuario,"Verificar de forma segura la identidad del usuario, cumpliendo con los lineamientos de seguridad y regulación, antes de acceder, consultar o modificar información sensible asociada a la solicitud.",2,Capacidad de Procesos,"Verificar identidad del usuario, Autenticar al usuario, Confirmar identidad del cliente, Comprobar credenciales del usuario",Negocios,Atender solicitudes de usuarios,,Diseño Pendiente
CP1028,Consultar solicitudes,"Identificar solicitudes o radicados previamente registrados asociados al usuario o a la misma necesidad, evitando reprocesos, duplicidad de casos y garantizando trazabilidad.",2,Capacidad de Procesos,"Obtener listado de solicitudes, Recuperar solicitudes registradas, Revisar solicitudes activas, Acceder a solicitudes pendientes",Negocios,Atender solicitudes de usuarios,,Diseño Pendiente
CP1030,Autorizar novedad,"Autorizar la novedad recibida antes de su procesamiento, con el fin de confirmar que cumple con los requisitos definidos y que puede ser gestionada de manera correcta y segura garantizando la integridad de la solicitud,  aprobaciones necesarias, completitud de la información, coherencia del tipo de novedad, cumplimiento de condiciones operativas y existencia de los soportes requeridos",2,Capacidad de Procesos,"Aprobar novedad, Validar novedad, Dar visto bueno a la novedad, Confirmar autorización de la novedad",Negocios,Aplicar novedad,,Diseño Pendiente
CP1031,Corregir novedad,"Subsanar las inconsistencias identificadas durante la verificación o evaluación de una novedad, con el fin de restablecer la coherencia de la información y permitir su correcto procesamiento.",2,Capacidad de Procesos,"Rectificar novedad, Enmendar novedad, Subsanar novedad, Ajustar novedad registrada",Negocios,Aplicar novedad,,Diseño Pendiente
CP1032,Actualizar datos del usuario,"Modificar o complementar la información del usuario cuando aplique, garantizando que los datos se mantengan actualizados, consistentes y alineados con la realidad del usuario.",2,Capacidad de Procesos,"Modificar información del usuario, Renovar datos del usuario, Corregir datos del usuario, Refrescar información del usuario",Negocios,Atender solicitudes de usuarios,,Diseño Pendiente
CP1033,Aplicar novedad no financiera,"Ejecutar ajustes sobre información no financiera del producto, como estados, bloqueos, parametrizaciones, reglas operativas, vigencias o configuraciones funcionales, derivados de una novedad validada.",2,Capacidad de Procesos,"Ejecutar novedad no monetaria, Procesar cambio no financiero, Implementar ajuste no económico, Efectuar modificación no financiera",Negocios,Aplicar novedad,,Diseño Pendiente
CP1034,Enrutar atención del caso,"Direccionar la solicitud o radicado al agente especializado, área, rol o nivel de atención correspondiente, según reglas de negocio, especialidad requerida o complejidad del caso.",2,Capacidad de Procesos,"Direccionar atención del caso, Canalizar gestión del caso, Asignar caso al área competente, Redirigir atención del requerimiento",Negocios,Atender solicitudes de usuarios,,Diseño Pendiente
CP1036,Retroalimentar experiencia,"Comunicar hallazgos, oportunidades de mejora e incidencias recurrentessobre las experiencias que tienen nuestros usuarios, contribuyendo a la optimización de la experiencia o el proceso y a la prevención de futuras solicitudes similares.",2,Capacidad de Procesos,"Informar resultado de la experiencia, Devolver retroalimentación al usuario, Comunicar hallazgos de experiencia, Reportar percepción de la experiencia",Negocios,Atender solicitudes de usuarios,,Diseño Pendiente
CP1055,Realizar ajuste a la estructuración del producto,"Incorpora y aplica ajustes al producto bancario derivados de observaciones, validaciones o decisiones de las instancias involucradas en su estructuración, con el fin de asegurar su alineación con los lineamientos estratégicos, regulatorios, financieros, técnicos y operativos antes de su aprobación y puesta en marcha.",2,Capacidad de Procesos,"Ejecutar modificación a la estructura del producto, Aplicar cambio en la configuración del producto, Efectuar ajuste al diseño del producto, Corregir estructuración del producto",Negocios,Estructurar producto,,Diseño Pendiente
CP1056,Habilitar distribución del producto,"Articula y alinea la interacción con el agente colocador involucrado en la distribución del producto bancario, definiendo roles, responsabilidades, condiciones y mecanismos de coordinación, con el fin de asegurar una colocación coherente con el diseño del producto, la propuesta de valor y el modelo de operación.",2,Capacidad de Procesos,"Activar distribución del producto, Disponibilizar canales de distribución, Configurar entrega del producto, Preparar despacho del producto",Negocios,Estructurar producto,,Diseño Pendiente
CP1058,Recibir transacciones del producto,"Incorporar las transacciones  generados por el cliente desde canales propios, redes externas o aliados, garantizando su correcta identificación y trazabilidad.",2,Capacidad de Procesos,"Capturar transacciones del producto, Recepcionar operaciones del producto, Registrar transacciones entrantes, Obtener movimientos del producto",Negocios,Causar condiciones financieras del producto,,Diseño Pendiente
CP1059,Validar consistencia de consumos,"verificar la integridad, unicidad y elegibilidad de las transacciones recibidos frente al estado del producto, reglas operativas y controles definidos.",2,Capacidad de Procesos,"Verificar coherencia de consumos, Comprobar integridad de los consumos, Confirmar consistencia de los cargos, Evaluar regularidad de consumos",Negocios,Causar condiciones financieras del producto,,Diseño Pendiente
CP1060,Definir esquema de causación del consumo,"Tipificar los consumos de acuerdo. Segúnn su naturaleza económica
· Consumo base
· Avance
· Compra internacional
· Ajuste / reverso
· Cargo diferido
•  
Según su tratamiento financiero
· Genera intereses
· No genera intereses
· Aplica comisión
· Exento de comisión
· Aplica beneficio / programa
•  
Según su impacto en facturación
· Pertenece al periodo actual
· Se difiere a periodos futuros
· Se factura de forma anticipada o extraordinaria",2,Capacidad de Procesos,"Establecer modelo de causación del consumo, Configurar regla de causación, Determinar método de reconocimiento del consumo, Diseñar esquema de devengo del consumo",Negocios,Causar condiciones financieras del producto,,Diseño Pendiente
CP1061,Aplicar condiciones contractuales ,"Aplica las condiciones ya definidas (tasas, comisiones, cargos, beneficios, calendarios) sin definirlas. Aplica reglas pactadas y vigentes del contrato/producto.
Determina:

Si el consumo genera o no intereses.
Si aplica o no comisión.
Si el consumo es diferible, exento, promocional, etc. Selecciona el esquema correcto (sin calcular montos).
",2,Capacidad de Procesos,"Ejecutar términos contractuales, Implementar cláusulas del contrato, Procesar condiciones del acuerdo, Efectuar disposiciones contractuales",Negocios,Causar condiciones financieras del producto,,Diseño Pendiente
CP1062,"Generar intereses, comisiones y cargos","Generar la causación financiera derivada de los consumos, incluyendo:

Intereses.
Comisiones.
Cargos y ajustes.
Beneficios aplicables.",2,Capacidad de Procesos,"Calcular intereses, comisiones y cargos, Liquidar intereses y comisiones, Producir cobros por intereses y cargos, Computar rendimientos y comisiones",Negocios,Causar condiciones financieras del producto,,Diseño Pendiente
CP1065,Monitorear consumos,"Vigilar de forma continua los consumos asociados a tasas, comisiones y otros cobros aplicados, validando su correcto fucnionamiento.",2,Capacidad de Procesos,"Supervisar consumos, Rastrear cargos y consumos, Vigilar movimientos de consumo, Hacer seguimiento a los consumos",Negocios,Causar condiciones financieras del producto,,Diseño Pendiente
CP1066,Recopilar información,Habilitar servicios de consulta de información digital y reuso de información aplicable a los diferentes procesos.,2,Capacidad de Procesos,"Reunir información, Acopiar datos, Recabar información, Capturar datos relevantes",Negocios,Generar información,,Diseño Pendiente
CP1067,Almacenar información,"Guarda y mantiene los datos de forma estructurada y segura en los repositorios definidos, asegurando su integridad, disponibilidad y trazabilidad para su posterior consulta, procesamiento, análisis y generación de información.",2,Capacidad de Procesos,"Guardar información, Persistir datos, Archivar información, Depositar datos en repositorio",Negocios,Generar información,,Diseño Pendiente
CP1068,Validar calidad de la información,Validar integridad y estructura de los datos,2,Capacidad de Procesos,"Verificar calidad de los datos, Comprobar integridad de la información, Confirmar exactitud de los datos, Evaluar completitud de la información",Negocios,Generar información,,Diseño Pendiente
CP1069,Aplicar reglas de corrección de la información,Validar integridad y estructura de los datos,2,Capacidad de Procesos,"Ejecutar reglas de depuración de datos, Implementar criterios de corrección de información, Procesar reglas de saneamiento de datos, Activar políticas de limpieza de información",Negocios,Generar información,,Diseño Pendiente
CP1070,Procesar dato,"Modifica y convierte los datos aplicando reglas de negocio y transformaciones definidas, con el fin de adecuarlos al formato, estructura y contenido requeridos para su almacenamiento, integración, análisis o generación de información.",2,Capacidad de Procesos,"Transformar dato, Tratar dato, Operar sobre el dato, Ejecutar procesamiento del dato",Negocios,Generar información,,Diseño Pendiente
CP1073,Anexar información al radicado,"Incorporar documentos, evidencias, comentarios o información adicional al radicado, asegurando que el caso cuente con todo el soporte necesario para su análisis y resolución. El anexar información a un caso en proceso o cerrado, implica generar un nuevo ID asociado al radicado inicial.",2,Capacidad de Procesos,"Adjuntar documentos al radicado, Incorporar información al trámite, Agregar datos al radicado, Vincular soportes al radicado",Negocios,Atender solicitudes de usuarios,,Diseño Pendiente
CP1074,Aplicar regla de corrección de procesamiento,"Ejecutar reglas predefinidas de corrección sobre la información procesada, ajustando cálculos, clasificaciones o resultados cuando se identifican errores, inconsistencias o desviaciones",2,Capacidad de Procesos,"Ejecutar regla de ajuste de procesamiento, Implementar corrección del proceso, Procesar regla de saneamiento de ejecución, Activar criterio de reprocesamiento",Negocios,Generar información,,Diseño Pendiente
CP1076,Validar contenido de publicación,"Revisa y confirma que el contenido a publicar sea correcto, completo y coherente, asegurando que cumpla con los lineamientos definidos, el objetivo de comunicación y los criterios de calidad antes de su difusión.",2,Capacidad de Procesos,"Verificar contenido de comunicación, Comprobar material de publicación, Confirmar calidad del contenido, Revisar contenido antes de difusión",Negocios,Generar información,,Diseño Pendiente
CP1078,Elaborar informe o reporte,"Recopilar, validar, estructurar y presentar información de manera clara, coherente y oportuna, con base en fuentes oficiales y criterios definidos, para facilitar la toma de decisiones y la comunicación efectiva de resultados.",2,Capacidad de Procesos,"Generar informe o reporte, Construir reporte, Producir informe, Preparar documento de reporte",Negocios,Generar información,,Diseño Pendiente
CP1079,Generar la instrucción de contactabilidad,Generar la instrucción con la información necesaria para asegurar la entrega precisa y oportuna de información a los destinatarios correspondientes,2,Capacidad de Procesos,"Crear directriz de contacto, Producir instrucción de comunicación, Elaborar orden de contactabilidad, Emitir instrucción de notificación",Negocios,Abrir producto,,Diseño Pendiente
CP1080,Monitorear información,"Vigilar de forma continua y sistemática la información generada, verificando su disponibilidad, integridad, oportunidad y consistencia, con el fin de detectar desviaciones, anomalías o eventos relevantes que requieran alertamiento, análisis o acciones posteriores.",2,Capacidad de Procesos,"Supervisar información, Rastrear datos, Vigilar estado de la información, Hacer seguimiento a la información",Negocios,Generar información,,Diseño Pendiente
CP1089,Consultar tasa de cambio,"Obtener y exponer  la tasa de cambio vigente o aplicable, permitiendo informar al cliente y a los procesos sobre el valor de referencia necesario para la evaluación, formalización o ejecución de productos, documentos o transacciones.",2,Capacidad de Procesos,"Obtener tasa de cambio, Recuperar tipo de cambio, Verificar cotización cambiaria, Revisar tasa de conversión",Negocios,Ejecutar transacción monetaria,,Diseño Pendiente
CP1093,Desembolsar producto,"Materializar la entrega de los recursos asociados a un producto aprobado, realizando el desembolso efectivo del dinero de acuerdo con las condiciones definidas en la operación.
Esta capacidad permite ejecutar el desembolso del producto, validando que se cumplan los requisitos previos (aprobaciones, garantías, vigencias, condiciones contractuales y destino de los recursos) y realizando la transferencia de fondos al cliente o a un tercero autorizado, según lo establecido.",2,Capacidad de Procesos,"Girar producto, Liberar fondos del producto, Efectuar desembolso, Transferir recursos del producto",Negocios,Abrir producto,,Diseño Pendiente
CP1094,Determinar viabilidad jurídica del bien o garantía,"Analizar y verificar la situación jurídica de un bien o activo que respalda la apertura de un producto, con el fin de determinar su viabilidad legal y mitigar riesgos jurídicos asociados a la operación. Esta capacidad permite revisar la información legal relevante, como la titularidad, la cadena de tradición, las limitaciones, gravámenes o afectaciones existentes, y establecer si el bien cumple con las condiciones requeridas para continuar con el proceso de apertura del producto. Determinar el valor económico de un bien o activo que respalda la apertura de un producto, con el fin de establecer su valor de mercado y soportar la toma de decisiones del negocio.",2,Capacidad de Procesos,"Evaluar factibilidad legal del bien o garantía, Analizar validez jurídica de la garantía, Verificar idoneidad legal del bien, Valorar estatus jurídico de la garantía",Negocios,Abrir producto,,Diseño Pendiente
CP1095,Consultar Límite de Endeudamiento,"Obtener y visualizar el Límite Máximo de Endeudamiento (LME), sus sublímites (cartera, compromisos, trade, cuenta corriente, tesorería, entre otros), la vigencia del cupo, el valor disponible y utilizado, y las condiciones asociadas definidas por las instancias de aprobación y las políticas del banco.",2,Capacidad de Procesos,"Obtener capacidad de endeudamiento, Verificar cupo de endeudamiento, Revisar tope de deuda permitido, Recuperar límite crediticio",Negocios,Aplicar novedad,,Diseño Pendiente
CP1098,Asignar sucursal de radicación,"Consultar los parámetros funcionales de una sucursal con el fin de determinar su habilitación para participar en procesos operativos y comerciales del banco, conforme a los criterios definidos por la organización.",2,Capacidad de Procesos,"Definir oficina de radicación, Designar punto de radicación, Establecer sucursal para el trámite, Seleccionar sede de radicación",Negocios,Abrir producto,,Diseño Pendiente
CP1099,Consultar información de canales,"Obtener y validar información relevante de los canales de atención involucrados en una novedad, con el fin de verificar condiciones operativas, estados, restricciones o eventos asociados, que permitan definir, ejecutar o corroborar correctamente la aplicación de la novedad.",2,Capacidad de Procesos,"Obtener datos de canales, Recuperar información de canales digitales, Revisar estado de canales, Acceder a configuración de canales",Negocios,Aplicar novedades,,Diseño Pendiente
CP1100,Recopilar documento,"Capturar formalmente el documento proveniente de un canal (digital o físico), registrando su recepción, su origen, el contexto (caso/solicitud) y los atributos mínimos necesarios para habilitar su procesamiento posterior.",2,Capacidad de Procesos,"Reunir documento, Acopiar documento, Recabar soporte documental, Capturar documento",Negocios,Procesar documento,,Diseño Pendiente
CP1101,Clasificar documento,"Determinar la categoría y el tipo documental (p. ej., contrato, cédula, extracto, formulario, soporte), asignándolo a una tipología estándar para orientar reglas de validación, tratamiento, retención, metadatos, indexación y custodia.",2,Capacidad de Procesos,"Categorizar documento, Tipificar documento, Catalogar documento, Segmentar documento por tipo",Negocios,Procesar documento,,Diseño Pendiente
CP1102,Validar integridad y conformidad documental,"Verificar que el documento esté completo y cumpla reglas definidas (formato, vigencia, legibilidad, firmas, consistencia de datos, anexos obligatorios, autenticidad según aplique), para decidir si continúa.",2,Capacidad de Procesos,"Verificar completitud y conformidad del documento, Comprobar integridad documental, Confirmar cumplimiento documental, Evaluar validez y conformidad del soporte",Negocios,Procesar documento,,Diseño Pendiente
CP1103,Rechazar documento,"Declarar no aceptable un documento cuando no cumple los requisitos mínimos definidos (calidad, integridad, completitud, validez u otros criterios documentales aplicables), evitando que sea usado como soporte del proceso y determinando un resultado formal de rechazo que permita al canal o proceso emisor entender la decisión.",2,Capacidad de Procesos,"Devolver documento, Denegar documento, Declinar documento, No aceptar documento",Negocios,Procesar documento,,Diseño Pendiente
CP1104,Validar reglas documentales de la solicitud,"Confirmar que, para una solicitud, la documentación exigida por el producto/trámite está completa (incluye los documentos obligatorios requeridos) y generar un resultado que indique cumple o no cumple.",2,Capacidad de Procesos,"Verificar requisitos documentales de la solicitud, Comprobar cumplimiento documental del trámite, Confirmar reglas de documentación de la solicitud, Evaluar normativa documental de la solicitud",Negocios,Procesar documento,,Diseño Pendiente
CP1105,Digitalizar documento,"Convertir el documento físico a formato digital (imagen o PDF, según estándar), asegurando parámetros de captura como resolución, orientación, color, compresión, tamaño y estructura de archivo, para habilitar su uso y conservación digital.",2,Capacidad de Procesos,"Escanear documento, Convertir documento a formato digital, Capturar imagen del documento, Transformar documento a digital",Negocios,Procesar documento,,Diseño Pendiente
CP1106,Controlar calidad de la digitalización,"Evaluar la calidad del archivo digital generado confirmando criterios como legibilidad, completitud (todas las páginas), nitidez, ausencia de cortes/sombras, orientación correcta y consistencia del lote, para aprobar o repetir la digitalización.",2,Capacidad de Procesos,"Verificar calidad del escaneo, Supervisar resultado de la digitalización, Evaluar nitidez de la imagen digitalizada, Validar estándar de digitalización",Negocios,Procesar documento,,Diseño Pendiente
CP1107,Extraer data líquida,"Extraer información utilizable del documento (texto y/o campos) desde contenido no estructurado o semi-estructurado, usando técnicas como OCR, extracción inteligente y modelos de clasificación, para convertirlo en datos consumibles por sistemas y decisiones.",2,Capacidad de Procesos,"Obtener datos estructurados del documento, Capturar información líquida, Recuperar data líquida documental, Extraer campos de datos del documento",Negocios,Procesar documento,,Diseño Pendiente
CP1108,Indexar metadatos,"Asignar y registrar metadatos (obligatorios y complementarios) que describen el documento (tipo, identificadores, fechas, cliente/caso, versión, canal, estado, confidencialidad, entre otros), dejando el documento localizable, trazable y recuperable.",2,Capacidad de Procesos,"Catalogar metadatos, Registrar metadatos, Clasificar metadatos, Etiquetar metadatos del documento",Negocios,Procesar documento,,Diseño Pendiente
CP1109,Custodiar documento,"Conservar el documento (físico y/o digital) bajo controles de seguridad, acceso, integridad, disponibilidad y retención, asegurando evidencia, trazabilidad y cumplimiento (p. ej., conservación, eliminación, reserva, auditoría).",2,Capacidad de Procesos,"Resguardar documento, Preservar documento, Proteger documento, Almacenar documento en custodia",Negocios,Procesar documento,,Diseño Pendiente
CP1110,Conciliar inventario de documentos,"Verificar la correspondencia entre el inventario de documentos recibidos y el inventario de documentos custodiados, confirmando que cada documento registrado en recepción se encuentre almacenado y localizable en custodia, e identificando y gestionando diferencias (faltantes, duplicados, versiones erróneas o documentos en tránsito) para asegurar completitud, trazabilidad e integridad extremo a extremo.",2,Capacidad de Procesos,"Cuadrar inventario documental, Cotejar inventario de documentos, Reconciliar archivo documental, Verificar existencia de documentos",Negocios,Procesar documento,,Diseño Pendiente
CP1111,Generar alerta documental,"Emitir una alerta cuando se identifique que la documentación requerida para una solicitud o trámite no está completa o cuando el inventario esperado de documentos no coincide con lo efectivamente disponible para custodia (por ejemplo, documentos que se quedaron en alguna etapa previa y no llegaron a quedar custodiados, o documentos obligatorios que faltaron desde el inicio), dejando explícitos los faltantes para su atención y asegurando la trazabilidad del evento.",2,Capacidad de Procesos,"Emitir alerta documental, Crear notificación documental, Producir aviso documental, Activar alerta de documento",Negocios,Procesar documento,,Diseño Pendiente
CP1114,Consultar información de usuarios internos,"Obtener y validar información relevante de los usuarios internos involucrados en una novedad, como roles, responsabilidades, autorizaciones, pertenencia organizacional o asignación operativa.",2,Capacidad de Procesos,"Obtener datos de usuarios internos, Recuperar información de colaboradores, Revisar perfil de usuarios internos, Acceder a directorio de usuarios internos",Negocios,Aplicar novedades,,Diseño Pendiente
CP1115,Evaluar restricciones del cliente,"Realizar consulta en listas restrictivas de personas, empresas, países, mercancías, puertos, transportes, etc con los que se realiza una negociación, para prevenir y mitigar riesgos.",2,Capacidad de Procesos,"Analizar limitaciones del cliente, Verificar impedimentos del cliente, Valorar condiciones restrictivas del cliente, Revisar bloqueos del cliente",Negocios,Abrir producto,,Diseño Pendiente
CP1116,Evaluar excepciones restrictivas,"Analizar y gestionar las excepciones a bloqueos por listas restrictivas, evaluando los casos permitidos para autorizar el desmarque del cliente o la transacción, de acuerdo con reglas, criterios de elegibilidad y lineamientos normativos definidos.",2,Capacidad de Procesos,"Analizar excepciones a restricciones, Valorar dispensas restrictivas, Verificar exenciones aplicables, Revisar excepciones de política",Negocios,Abrir producto,,Diseño Pendiente
CP1117,Validar conciliación,"Asegurar la correcta obtención, cruce o comparación y generación de novedades o inconsistencias, de datos contables y no contables, para optimizar la trazabilidad y eficiencia de información que permita la posterior gestión de diferencias.
",2,Capacidad de Procesos,"Verificar conciliación, Comprobar resultado de conciliación, Confirmar cuadre de conciliación, Evaluar exactitud de la conciliación",Negocios,Ejecutar el cuadre contable del producto,,Diseño Pendiente
CP1122,Consultar fuentes contables,Habilitar servicios de consulta de información digital y reuso de información aplicable a los diferentes procesos.,2,Capacidad de Procesos,"Obtener datos de fuentes contables, Recuperar información contable, Revisar orígenes contables, Acceder a registros de fuentes contables",Negocios,Ejecutar el cuadre contable del producto,,Diseño Pendiente
CP1124,Clasificar diferencia contable,"Organizar y agrupar las diferencias identificadas entre datos, según criterios definidos como tipo, causa, origen o estado, con el fin de facilitar su análisis y gestión",2,Capacidad de Procesos,"Categorizar diferencia contable, Tipificar discrepancia contable, Segmentar variación contable, Catalogar desviación contable",Negocios,Ejecutar el cuadre contable del producto,,Diseño Pendiente
CP1134,Unificar credenciales de autenticación del producto,"Unificar y sincronizar el PIN del cliente asociado a un producto, garantizando que las credenciales de seguridad queden consistentes entre los distintos sistemas y canales del banco.
Esta capacidad permite homologar el PIN, asegurando que el cliente pueda autenticarse y operar el producto de manera segura y uniforme, sin inconsistencias entre plataformas, aplicaciones o dispositivos.",2,Capacidad de Procesos,"Consolidar credenciales del producto, Centralizar datos de autenticación del producto, Integrar credenciales de acceso del producto, Fusionar credenciales del producto",Negocios,Abrir producto,,Diseño Pendiente
CP1158,Realizar firma,"Aceptar y firmar los documentos requeridos, dejando constancia formal de su consentimiento sobre los términos y condiciones definidos, para habilitar la continuidad del proceso",2,Capacidad de Procesos,"Ejecutar firma, Efectuar firma digital, Aplicar firma electrónica, Suscribir documento",Negocios,Abrir producto,,Diseño Pendiente
CP1160,Generar documento,"Construir, estructurar y exponer al usuario los documentos requeridos en un proceso o producto, asegurando que la información sea completa, coherente y acorde a las condiciones definidas, para su consulta, aceptación o uso posterior",2,Capacidad de Procesos,"Crear documento, Producir documento, Elaborar documento, Emitir documento",Negocios,Abrir producto,,Diseño Pendiente
CP1341,Evaluar riesgo país y contraparte,"Analizar y determinar el nivel de riesgo asociado al país y a la contraparte involucrada en un instrumento de comercio exterior, considerando factores regulatorios, políticos, económicos y de cumplimiento, con el fin de decidir la viabilidad, continuidad o tratamiento del instrumento Trade",2,Capacidad de Procesos,"Analizar riesgo país y contraparte, Valorar exposición país y contraparte, Medir riesgo geopolítico y de contraparte, Calificar riesgo soberano y de contraparte",Negocios,Abrir producto,,Diseño Pendiente
CP1343,Formalizar garantías,"Materializar jurídicamente las garantías asociadas a un instrumento de comercio exterior, dejando constancia formal de su constitución, aceptación o modificación mediante los mecanismos definidos (documentales y/o contractuales), permitiendo que la garantía sea válida, exigible y vinculante como respaldo del instrumento Trade",2,Capacidad de Procesos,"Constituir garantías, Perfeccionar garantías, Legalizar garantías, Oficializar garantías",Negocios,Abrir producto,,Diseño Pendiente
CP1344,Monitorear Apertura,"Realizar seguimiento continuo al proceso de apertura de productos o servicios, identificando su estado, avances y posibles desviaciones, con el fin de asegurar su cumplimiento oportuno y conforme a las condiciones definidas.",2,Capacidad de Procesos,"Supervisar apertura, Rastrear estado de apertura, Vigilar proceso de apertura, Hacer seguimiento a la apertura",Negocios,Abrir producto,,Diseño Pendiente
